date	source	query_type	is_automata	total_requests	zero_results_requests	dashboard_type	dashboard_type_new
2016-03-13	api	comp_suggest	FALSE	7813910	2125465	Prefix Search	Prefix Search
2016-03-13	api	comp_suggest	TRUE	595768	306739	Prefix Search	Prefix Search
2016-03-13	api	degraded_full_text	FALSE	1	1	Full-Text Search	Other
2016-03-13	api	degraded_full_text	TRUE	21	21	Full-Text Search	Other
2016-03-13	api	full_text	FALSE	25707077	4265374	Full-Text Search	Full-Text Search
2016-03-13	api	full_text	TRUE	2646865	986650	Full-Text Search	Full-Text Search
2016-03-13	api	GeoData_spatial_search	FALSE	627385	204677	Prefix Search	Other
2016-03-13	api	GeoData_spatial_search	TRUE	583001	338626	Prefix Search	Other
2016-03-13	api	more_like	FALSE	9766349	7229061	Full-Text Search	Full-Text Search
2016-03-13	api	more_like	TRUE	1718	293	Full-Text Search	Full-Text Search
2016-03-13	api	namespace	FALSE	5196	4836	Prefix Search	Other
2016-03-13	api	namespace	TRUE	6333	6331	Prefix Search	Other
2016-03-13	api	near_match	FALSE	469063	467794	Prefix Search	Prefix Search
2016-03-13	api	near_match	TRUE	371	345	Prefix Search	Prefix Search
2016-03-13	api	prefix	FALSE	61461439	21384325	Prefix Search	Prefix Search
2016-03-13	api	prefix	TRUE	2830448	1387155	Prefix Search	Prefix Search
2016-03-13	api	regex	FALSE	138	74	Full-Text Search	Full-Text Search
2016-03-13	api	regex	TRUE	171	69	Full-Text Search	Full-Text Search
2016-03-13	cli	send_data_write	TRUE	292	292	Prefix Search	Other
2016-03-13	web	degraded_full_text	FALSE	132	132	Full-Text Search	Other
2016-03-13	web	full_text	FALSE	6282575	1367758	Full-Text Search	Full-Text Search
2016-03-13	web	full_text	TRUE	493535	340662	Full-Text Search	Full-Text Search
2016-03-13	web	get	TRUE	4	0	Prefix Search	Other
2016-03-13	web	namespace	FALSE	1152	1137	Prefix Search	Other
2016-03-13	web	namespace	TRUE	22	22	Prefix Search	Other
2016-03-13	web	near_match	FALSE	146589	14286	Prefix Search	Prefix Search
2016-03-13	web	near_match	TRUE	20424	18288	Prefix Search	Prefix Search
2016-03-13	web	other_idx_lookup	TRUE	43941	43941	Prefix Search	Other
2016-03-13	web	regex	FALSE	519	69	Full-Text Search	Full-Text Search
2016-03-13	web	regex	TRUE	51	0	Full-Text Search	Full-Text Search
2016-03-13	web	send_data_other_idx_write	TRUE	2570	2570	Prefix Search	Other
2016-03-13	web	send_data_write	TRUE	5220517	5220517	Prefix Search	Other
2016-03-13	web	send_deletes	TRUE	26123	26123	Prefix Search	Other
2016-03-13	web	version	FALSE	80	80	Prefix Search	Other
2016-03-13	web	version	TRUE	293	293	Prefix Search	Other
2016-03-14	api	comp_suggest	FALSE	8452272	2427337	Prefix Search	Prefix Search
2016-03-14	api	comp_suggest	TRUE	716323	371974	Prefix Search	Prefix Search
2016-03-14	api	degraded_full_text	FALSE	6	6	Full-Text Search	Other
2016-03-14	api	degraded_full_text	TRUE	15	15	Full-Text Search	Other
2016-03-14	api	full_text	FALSE	22472731	4185161	Full-Text Search	Full-Text Search
2016-03-14	api	full_text	TRUE	2764994	980501	Full-Text Search	Full-Text Search
2016-03-14	api	GeoData_spatial_search	FALSE	392530	127054	Prefix Search	Other
2016-03-14	api	GeoData_spatial_search	TRUE	485525	232932	Prefix Search	Other
2016-03-14	api	more_like	FALSE	7556111	5408897	Full-Text Search	Full-Text Search
2016-03-14	api	more_like	TRUE	6536	1316	Full-Text Search	Full-Text Search
2016-03-14	api	namespace	FALSE	5724	5701	Prefix Search	Other
2016-03-14	api	namespace	TRUE	8199	8194	Prefix Search	Other
2016-03-14	api	near_match	FALSE	486460	484973	Prefix Search	Prefix Search
2016-03-14	api	near_match	TRUE	439	430	Prefix Search	Prefix Search
2016-03-14	api	prefix	FALSE	64637395	24137282	Prefix Search	Prefix Search
2016-03-14	api	prefix	TRUE	3245625	1623155	Prefix Search	Prefix Search
2016-03-14	api	regex	FALSE	93	62	Full-Text Search	Full-Text Search
2016-03-14	api	regex	TRUE	13	2	Full-Text Search	Full-Text Search
2016-03-14	cli	send_data_write	TRUE	562	562	Prefix Search	Other
2016-03-14	cli	send_deletes	TRUE	4	4	Prefix Search	Other
2016-03-14	web	degraded_full_text	FALSE	169	169	Full-Text Search	Other
2016-03-14	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-03-14	web	full_text	FALSE	7017972	1371089	Full-Text Search	Full-Text Search
2016-03-14	web	full_text	TRUE	321574	196416	Full-Text Search	Full-Text Search
2016-03-14	web	get	FALSE	3	0	Prefix Search	Other
2016-03-14	web	get	TRUE	5	0	Prefix Search	Other
2016-03-14	web	more_like	FALSE	1	0	Full-Text Search	Full-Text Search
2016-03-14	web	namespace	FALSE	936	923	Prefix Search	Other
2016-03-14	web	namespace	TRUE	4	4	Prefix Search	Other
2016-03-14	web	near_match	FALSE	167761	15164	Prefix Search	Prefix Search
2016-03-14	web	near_match	TRUE	22212	20113	Prefix Search	Prefix Search
2016-03-14	web	other_idx_lookup	TRUE	48262	48262	Prefix Search	Other
2016-03-14	web	regex	FALSE	449	59	Full-Text Search	Full-Text Search
2016-03-14	web	regex	TRUE	39	1	Full-Text Search	Full-Text Search
2016-03-14	web	send_data_other_idx_write	TRUE	2776	2776	Prefix Search	Other
2016-03-14	web	send_data_write	TRUE	5240143	5240143	Prefix Search	Other
2016-03-14	web	send_deletes	TRUE	22166	22166	Prefix Search	Other
2016-03-14	web	version	FALSE	91	91	Prefix Search	Other
2016-03-14	web	version	TRUE	223	223	Prefix Search	Other
2016-03-15	api	comp_suggest	FALSE	8582748	2480502	Prefix Search	Prefix Search
2016-03-15	api	comp_suggest	TRUE	704285	364304	Prefix Search	Prefix Search
2016-03-15	api	degraded_full_text	FALSE	3	3	Full-Text Search	Other
2016-03-15	api	degraded_full_text	TRUE	26	26	Full-Text Search	Other
2016-03-15	api	full_text	FALSE	21884078	4115051	Full-Text Search	Full-Text Search
2016-03-15	api	full_text	TRUE	3227329	1194964	Full-Text Search	Full-Text Search
2016-03-15	api	GeoData_spatial_search	FALSE	382554	125605	Prefix Search	Other
2016-03-15	api	GeoData_spatial_search	TRUE	664244	417414	Prefix Search	Other
2016-03-15	api	more_like	FALSE	7134540	5014578	Full-Text Search	Full-Text Search
2016-03-15	api	more_like	TRUE	2337	228	Full-Text Search	Full-Text Search
2016-03-15	api	namespace	FALSE	6792	6737	Prefix Search	Other
2016-03-15	api	namespace	TRUE	8302	8296	Prefix Search	Other
2016-03-15	api	near_match	FALSE	506515	505018	Prefix Search	Prefix Search
2016-03-15	api	near_match	TRUE	479	457	Prefix Search	Prefix Search
2016-03-15	api	prefix	FALSE	63329232	23907971	Prefix Search	Prefix Search
2016-03-15	api	prefix	TRUE	3222213	1587973	Prefix Search	Prefix Search
2016-03-15	api	regex	FALSE	73	52	Full-Text Search	Full-Text Search
2016-03-15	api	regex	TRUE	24	10	Full-Text Search	Full-Text Search
2016-03-15	cli	send_data_write	TRUE	625	625	Prefix Search	Other
2016-03-15	cli	send_deletes	TRUE	6	6	Prefix Search	Other
2016-03-15	web	degraded_full_text	FALSE	134	134	Full-Text Search	Other
2016-03-15	web	full_text	FALSE	7135169	1449284	Full-Text Search	Full-Text Search
2016-03-15	web	full_text	TRUE	328091	175956	Full-Text Search	Full-Text Search
2016-03-15	web	get	FALSE	2	0	Prefix Search	Other
2016-03-15	web	get	TRUE	5	0	Prefix Search	Other
2016-03-15	web	more_like	FALSE	25	13	Full-Text Search	Full-Text Search
2016-03-15	web	namespace	FALSE	1038	1029	Prefix Search	Other
2016-03-15	web	namespace	TRUE	9	9	Prefix Search	Other
2016-03-15	web	near_match	FALSE	163342	14560	Prefix Search	Prefix Search
2016-03-15	web	near_match	TRUE	16493	14055	Prefix Search	Prefix Search
2016-03-15	web	other_idx_lookup	TRUE	47585	47585	Prefix Search	Other
2016-03-15	web	regex	FALSE	459	77	Full-Text Search	Full-Text Search
2016-03-15	web	regex	TRUE	152	0	Full-Text Search	Full-Text Search
2016-03-15	web	send_data_other_idx_write	TRUE	2490	2490	Prefix Search	Other
2016-03-15	web	send_data_write	TRUE	5383004	5383004	Prefix Search	Other
2016-03-15	web	send_deletes	TRUE	25533	25533	Prefix Search	Other
2016-03-15	web	version	FALSE	61	61	Prefix Search	Other
2016-03-15	web	version	TRUE	246	246	Prefix Search	Other
2016-03-16	api	comp_suggest	FALSE	29393901	7234449	Prefix Search	Prefix Search
2016-03-16	api	comp_suggest	TRUE	1470793	588600	Prefix Search	Prefix Search
2016-03-16	api	degraded_full_text	FALSE	1	1	Full-Text Search	Other
2016-03-16	api	degraded_full_text	TRUE	9	9	Full-Text Search	Other
2016-03-16	api	full_text	FALSE	19929555	3599768	Full-Text Search	Full-Text Search
2016-03-16	api	full_text	TRUE	2649366	986136	Full-Text Search	Full-Text Search
2016-03-16	api	GeoData_spatial_search	FALSE	349155	106899	Prefix Search	Other
2016-03-16	api	GeoData_spatial_search	TRUE	515903	295585	Prefix Search	Other
2016-03-16	api	more_like	FALSE	6776274	4774280	Full-Text Search	Full-Text Search
2016-03-16	api	more_like	TRUE	355	123	Full-Text Search	Full-Text Search
2016-03-16	api	namespace	FALSE	5128	5058	Prefix Search	Other
2016-03-16	api	namespace	TRUE	5625	5620	Prefix Search	Other
2016-03-16	api	near_match	FALSE	501695	500213	Prefix Search	Prefix Search
2016-03-16	api	near_match	TRUE	369	355	Prefix Search	Prefix Search
2016-03-16	api	prefix	FALSE	38759648	14909026	Prefix Search	Prefix Search
2016-03-16	api	prefix	TRUE	2070490	1050621	Prefix Search	Prefix Search
2016-03-16	api	regex	FALSE	129	79	Full-Text Search	Full-Text Search
2016-03-16	api	regex	TRUE	11	3	Full-Text Search	Full-Text Search
2016-03-16	cli	send_data_write	TRUE	582	582	Prefix Search	Other
2016-03-16	cli	send_deletes	TRUE	3	3	Prefix Search	Other
2016-03-16	web	degraded_full_text	FALSE	143	143	Full-Text Search	Other
2016-03-16	web	degraded_full_text	TRUE	2	2	Full-Text Search	Other
2016-03-16	web	full_text	FALSE	6456962	1317727	Full-Text Search	Full-Text Search
2016-03-16	web	full_text	TRUE	300638	159558	Full-Text Search	Full-Text Search
2016-03-16	web	get	FALSE	12	4	Prefix Search	Other
2016-03-16	web	get	TRUE	3	0	Prefix Search	Other
2016-03-16	web	more_like	FALSE	1	1	Full-Text Search	Full-Text Search
2016-03-16	web	more_like	TRUE	2	1	Full-Text Search	Full-Text Search
2016-03-16	web	namespace	FALSE	998	995	Prefix Search	Other
2016-03-16	web	namespace	TRUE	1	1	Prefix Search	Other
2016-03-16	web	near_match	FALSE	150889	13423	Prefix Search	Prefix Search
2016-03-16	web	near_match	TRUE	14425	12218	Prefix Search	Prefix Search
2016-03-16	web	other_idx_lookup	TRUE	42244	42244	Prefix Search	Other
2016-03-16	web	regex	FALSE	428	52	Full-Text Search	Full-Text Search
2016-03-16	web	regex	TRUE	60	3	Full-Text Search	Full-Text Search
2016-03-16	web	send_data_other_idx_write	TRUE	2522	2522	Prefix Search	Other
2016-03-16	web	send_data_write	TRUE	5336758	5336758	Prefix Search	Other
2016-03-16	web	send_deletes	TRUE	24889	24889	Prefix Search	Other
2016-03-16	web	version	FALSE	292	292	Prefix Search	Other
2016-03-16	web	version	TRUE	187	187	Prefix Search	Other
2016-03-17	api	comp_suggest	FALSE	67598104	16613752	Prefix Search	Prefix Search
2016-03-17	api	comp_suggest	TRUE	3355356	1239136	Prefix Search	Prefix Search
2016-03-17	api	degraded_full_text	FALSE	1	0	Full-Text Search	Other
2016-03-17	api	full_text	FALSE	18923083	3246671	Full-Text Search	Full-Text Search
2016-03-17	api	full_text	TRUE	2702706	982925	Full-Text Search	Full-Text Search
2016-03-17	api	GeoData_spatial_search	FALSE	506990	131300	Prefix Search	Other
2016-03-17	api	GeoData_spatial_search	TRUE	371625	155372	Prefix Search	Other
2016-03-17	api	more_like	FALSE	6913001	4855958	Full-Text Search	Full-Text Search
2016-03-17	api	more_like	TRUE	571	157	Full-Text Search	Full-Text Search
2016-03-17	api	namespace	FALSE	4384	4309	Prefix Search	Other
2016-03-17	api	namespace	TRUE	1415	1413	Prefix Search	Other
2016-03-17	api	near_match	FALSE	573508	571889	Prefix Search	Prefix Search
2016-03-17	api	near_match	TRUE	199	192	Prefix Search	Prefix Search
2016-03-17	api	prefix	FALSE	408868	82203	Prefix Search	Prefix Search
2016-03-17	api	prefix	TRUE	962	539	Prefix Search	Prefix Search
2016-03-17	api	regex	FALSE	488	381	Full-Text Search	Full-Text Search
2016-03-17	api	regex	TRUE	21	1	Full-Text Search	Full-Text Search
2016-03-17	cli	send_data_write	TRUE	583	583	Prefix Search	Other
2016-03-17	cli	send_deletes	TRUE	2	2	Prefix Search	Other
2016-03-17	web	degraded_full_text	FALSE	146	146	Full-Text Search	Other
2016-03-17	web	full_text	FALSE	6537436	1384715	Full-Text Search	Full-Text Search
2016-03-17	web	full_text	TRUE	337374	178003	Full-Text Search	Full-Text Search
2016-03-17	web	get	FALSE	3	0	Prefix Search	Other
2016-03-17	web	get	TRUE	3	0	Prefix Search	Other
2016-03-17	web	more_like	FALSE	1	0	Full-Text Search	Full-Text Search
2016-03-17	web	namespace	FALSE	938	920	Prefix Search	Other
2016-03-17	web	namespace	TRUE	2	2	Prefix Search	Other
2016-03-17	web	near_match	FALSE	147654	13807	Prefix Search	Prefix Search
2016-03-17	web	near_match	TRUE	15989	13563	Prefix Search	Prefix Search
2016-03-17	web	other_idx_lookup	TRUE	47006	47006	Prefix Search	Other
2016-03-17	web	regex	FALSE	1189	126	Full-Text Search	Full-Text Search
2016-03-17	web	regex	TRUE	43	0	Full-Text Search	Full-Text Search
2016-03-17	web	send_data_other_idx_write	TRUE	4883	4883	Prefix Search	Other
2016-03-17	web	send_data_write	TRUE	5218486	5218486	Prefix Search	Other
2016-03-17	web	send_deletes	TRUE	27023	27023	Prefix Search	Other
2016-03-17	web	version	FALSE	67	67	Prefix Search	Other
2016-03-17	web	version	TRUE	256	256	Prefix Search	Other
2016-03-18	api	comp_suggest	FALSE	62023405	14337422	Prefix Search	Prefix Search
2016-03-18	api	comp_suggest	TRUE	3014062	1075784	Prefix Search	Prefix Search
2016-03-18	api	degraded_full_text	FALSE	1	0	Full-Text Search	Other
2016-03-18	api	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-03-18	api	full_text	FALSE	18747375	3053971	Full-Text Search	Full-Text Search
2016-03-18	api	full_text	TRUE	3621421	1742930	Full-Text Search	Full-Text Search
2016-03-18	api	GeoData_spatial_search	FALSE	444504	129527	Prefix Search	Other
2016-03-18	api	GeoData_spatial_search	TRUE	489553	274421	Prefix Search	Other
2016-03-18	api	more_like	FALSE	7022739	4959142	Full-Text Search	Full-Text Search
2016-03-18	api	more_like	TRUE	6175	533	Full-Text Search	Full-Text Search
2016-03-18	api	namespace	FALSE	6344	6225	Prefix Search	Other
2016-03-18	api	namespace	TRUE	8386	8383	Prefix Search	Other
2016-03-18	api	near_match	FALSE	463160	461659	Prefix Search	Prefix Search
2016-03-18	api	near_match	TRUE	345	329	Prefix Search	Prefix Search
2016-03-18	api	prefix	FALSE	416900	82396	Prefix Search	Prefix Search
2016-03-18	api	prefix	TRUE	3304	2972	Prefix Search	Prefix Search
2016-03-18	api	regex	FALSE	290	209	Full-Text Search	Full-Text Search
2016-03-18	api	regex	TRUE	131	14	Full-Text Search	Full-Text Search
2016-03-18	cli	send_data_write	TRUE	621	621	Prefix Search	Other
2016-03-18	cli	send_deletes	TRUE	5	5	Prefix Search	Other
2016-03-18	web	degraded_full_text	FALSE	126	126	Full-Text Search	Other
2016-03-18	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-03-18	web	full_text	FALSE	5937268	1245001	Full-Text Search	Full-Text Search
2016-03-18	web	full_text	TRUE	463768	222581	Full-Text Search	Full-Text Search
2016-03-18	web	get	FALSE	4	0	Prefix Search	Other
2016-03-18	web	get	TRUE	2	0	Prefix Search	Other
2016-03-18	web	namespace	FALSE	842	833	Prefix Search	Other
2016-03-18	web	namespace	TRUE	3	3	Prefix Search	Other
2016-03-18	web	near_match	FALSE	133413	11683	Prefix Search	Prefix Search
2016-03-18	web	near_match	TRUE	16690	14138	Prefix Search	Prefix Search
2016-03-18	web	other_idx_lookup	TRUE	45528	45528	Prefix Search	Other
2016-03-18	web	regex	FALSE	764	92	Full-Text Search	Full-Text Search
2016-03-18	web	regex	TRUE	595	0	Full-Text Search	Full-Text Search
2016-03-18	web	send_data_other_idx_write	TRUE	5637	5637	Prefix Search	Other
2016-03-18	web	send_data_write	TRUE	5779595	5779595	Prefix Search	Other
2016-03-18	web	send_deletes	TRUE	21777	21777	Prefix Search	Other
2016-03-18	web	version	FALSE	53	53	Prefix Search	Other
2016-03-18	web	version	TRUE	312	312	Prefix Search	Other
2016-03-19	api	comp_suggest	FALSE	58122167	12310060	Prefix Search	Prefix Search
2016-03-19	api	comp_suggest	TRUE	2664116	941043	Prefix Search	Prefix Search
2016-03-19	api	degraded_full_text	FALSE	1	1	Full-Text Search	Other
2016-03-19	api	degraded_full_text	TRUE	2	2	Full-Text Search	Other
2016-03-19	api	full_text	FALSE	19881279	2904826	Full-Text Search	Full-Text Search
2016-03-19	api	full_text	TRUE	3404969	1492858	Full-Text Search	Full-Text Search
2016-03-19	api	GeoData_spatial_search	FALSE	500469	167429	Prefix Search	Other
2016-03-19	api	GeoData_spatial_search	TRUE	545658	344755	Prefix Search	Other
2016-03-19	api	more_like	FALSE	8220544	5915679	Full-Text Search	Full-Text Search
2016-03-19	api	more_like	TRUE	2914	384	Full-Text Search	Full-Text Search
2016-03-19	api	namespace	FALSE	5159	5131	Prefix Search	Other
2016-03-19	api	namespace	TRUE	6713	6711	Prefix Search	Other
2016-03-19	api	near_match	FALSE	438607	437036	Prefix Search	Prefix Search
2016-03-19	api	near_match	TRUE	260	251	Prefix Search	Prefix Search
2016-03-19	api	prefix	FALSE	434783	80796	Prefix Search	Prefix Search
2016-03-19	api	prefix	TRUE	716	498	Prefix Search	Prefix Search
2016-03-19	api	regex	FALSE	112	81	Full-Text Search	Full-Text Search
2016-03-19	api	regex	TRUE	281	4	Full-Text Search	Full-Text Search
2016-03-19	cli	send_data_write	TRUE	340	340	Prefix Search	Other
2016-03-19	cli	send_deletes	TRUE	9	9	Prefix Search	Other
2016-03-19	web	degraded_full_text	FALSE	134	134	Full-Text Search	Other
2016-03-19	web	degraded_full_text	TRUE	2	2	Full-Text Search	Other
2016-03-19	web	full_text	FALSE	5225914	1160986	Full-Text Search	Full-Text Search
2016-03-19	web	full_text	TRUE	447729	165310	Full-Text Search	Full-Text Search
2016-03-19	web	get	FALSE	2	0	Prefix Search	Other
2016-03-19	web	get	TRUE	5	0	Prefix Search	Other
2016-03-19	web	namespace	FALSE	2088	2083	Prefix Search	Other
2016-03-19	web	namespace	TRUE	5	5	Prefix Search	Other
2016-03-19	web	near_match	FALSE	115321	11585	Prefix Search	Prefix Search
2016-03-19	web	near_match	TRUE	13638	11125	Prefix Search	Prefix Search
2016-03-19	web	other_idx_lookup	TRUE	38692	38692	Prefix Search	Other
2016-03-19	web	regex	FALSE	502	84	Full-Text Search	Full-Text Search
2016-03-19	web	regex	TRUE	783	0	Full-Text Search	Full-Text Search
2016-03-19	web	send_data_other_idx_write	TRUE	6654	6654	Prefix Search	Other
2016-03-19	web	send_data_write	TRUE	5457172	5457172	Prefix Search	Other
2016-03-19	web	send_deletes	TRUE	23008	23008	Prefix Search	Other
2016-03-19	web	version	FALSE	56	56	Prefix Search	Other
2016-03-19	web	version	TRUE	323	323	Prefix Search	Other
2016-03-20	api	comp_suggest	FALSE	64685811	13847428	Prefix Search	Prefix Search
2016-03-20	api	comp_suggest	TRUE	2912419	1069719	Prefix Search	Prefix Search
2016-03-20	api	degraded_full_text	FALSE	4	2	Full-Text Search	Other
2016-03-20	api	degraded_full_text	TRUE	5	5	Full-Text Search	Other
2016-03-20	api	full_text	FALSE	21390019	3178252	Full-Text Search	Full-Text Search
