date	source	query_type	is_automata	total_requests	zero_results_requests	dashboard_type	dashboard_type_new
2016-04-03	web	near_match	TRUE	14091	11124	Prefix Search	Prefix Search
2016-04-03	web	other_idx_lookup	TRUE	79249	79249	Prefix Search	Other
2016-04-03	web	regex	FALSE	525	48	Full-Text Search	Full-Text Search
2016-04-03	web	regex	TRUE	166	2	Full-Text Search	Full-Text Search
2016-04-03	web	send_data_other_idx_write	TRUE	3270	3270	Prefix Search	Other
2016-04-03	web	send_data_write	TRUE	4885702	4885702	Prefix Search	Other
2016-04-03	web	send_deletes	TRUE	21564	21564	Prefix Search	Other
2016-04-03	web	version	FALSE	65	65	Prefix Search	Other
2016-04-03	web	version	TRUE	256	256	Prefix Search	Other
2016-04-04	api	comp_suggest	FALSE	70493203	16620602	Prefix Search	Prefix Search
2016-04-04	api	comp_suggest	TRUE	3448360	1299421	Prefix Search	Prefix Search
2016-04-04	api	degraded_full_text	FALSE	2	1	Full-Text Search	Other
2016-04-04	api	degraded_full_text	TRUE	4	4	Full-Text Search	Other
2016-04-04	api	full_text	FALSE	20478215	3794623	Full-Text Search	Full-Text Search
2016-04-04	api	full_text	TRUE	3879057	1874438	Full-Text Search	Full-Text Search
2016-04-04	api	GeoData_spatial_search	FALSE	425365	148469	Prefix Search	Other
2016-04-04	api	GeoData_spatial_search	TRUE	308502	122519	Prefix Search	Other
2016-04-04	api	more_like	FALSE	7606230	5545718	Full-Text Search	Full-Text Search
2016-04-04	api	more_like	TRUE	2639	268	Full-Text Search	Full-Text Search
2016-04-04	api	namespace	FALSE	6809	6686	Prefix Search	Other
2016-04-04	api	namespace	TRUE	9609	9603	Prefix Search	Other
2016-04-04	api	near_match	FALSE	543766	541708	Prefix Search	Prefix Search
2016-04-04	api	near_match	TRUE	412	407	Prefix Search	Prefix Search
2016-04-04	api	prefix	FALSE	778100	210224	Prefix Search	Prefix Search
2016-04-04	api	prefix	TRUE	697	389	Prefix Search	Prefix Search
2016-04-04	api	regex	FALSE	35	26	Full-Text Search	Full-Text Search
2016-04-04	api	regex	TRUE	2033	2	Full-Text Search	Full-Text Search
2016-04-04	cli	send_data_write	TRUE	514	514	Prefix Search	Other
2016-04-04	web	degraded_full_text	FALSE	110	110	Full-Text Search	Other
2016-04-04	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-04	web	full_text	FALSE	6904767	1337489	Full-Text Search	Full-Text Search
2016-04-04	web	full_text	TRUE	405240	173816	Full-Text Search	Full-Text Search
2016-04-04	web	get	FALSE	11	2	Prefix Search	Other
2016-04-04	web	get	TRUE	3	0	Prefix Search	Other
2016-04-04	web	namespace	FALSE	861	841	Prefix Search	Other
2016-04-04	web	namespace	TRUE	2	2	Prefix Search	Other
2016-04-04	web	near_match	FALSE	155208	13117	Prefix Search	Prefix Search
2016-04-04	web	near_match	TRUE	7574	4843	Prefix Search	Prefix Search
2016-04-04	web	other_idx_lookup	TRUE	67637	67637	Prefix Search	Other
2016-04-04	web	regex	FALSE	454	65	Full-Text Search	Full-Text Search
2016-04-04	web	regex	TRUE	171	2	Full-Text Search	Full-Text Search
2016-04-04	web	send_data_other_idx_write	TRUE	3041	3041	Prefix Search	Other
2016-04-04	web	send_data_write	TRUE	5023005	5023005	Prefix Search	Other
2016-04-04	web	send_deletes	TRUE	29064	29064	Prefix Search	Other
2016-04-04	web	version	FALSE	89	89	Prefix Search	Other
2016-04-04	web	version	TRUE	307	307	Prefix Search	Other
2016-04-05	api	comp_suggest	FALSE	70578675	17104199	Prefix Search	Prefix Search
2016-04-05	api	comp_suggest	TRUE	3481097	1304619	Prefix Search	Prefix Search
2016-04-05	api	degraded_full_text	FALSE	5	5	Full-Text Search	Other
2016-04-05	api	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-05	api	full_text	FALSE	21802080	5337570	Full-Text Search	Full-Text Search
2016-04-05	api	full_text	TRUE	3244112	1169952	Full-Text Search	Full-Text Search
2016-04-05	api	GeoData_spatial_search	FALSE	399705	125652	Prefix Search	Other
2016-04-05	api	GeoData_spatial_search	TRUE	304808	119453	Prefix Search	Other
2016-04-05	api	more_like	FALSE	7211103	5182853	Full-Text Search	Full-Text Search
2016-04-05	api	more_like	TRUE	8280	778	Full-Text Search	Full-Text Search
2016-04-05	api	namespace	FALSE	6437	6285	Prefix Search	Other
2016-04-05	api	namespace	TRUE	9982	9973	Prefix Search	Other
2016-04-05	api	near_match	FALSE	641385	639462	Prefix Search	Prefix Search
2016-04-05	api	near_match	TRUE	1079	1060	Prefix Search	Prefix Search
2016-04-05	api	prefix	FALSE	772599	204419	Prefix Search	Prefix Search
2016-04-05	api	prefix	TRUE	1402	1208	Prefix Search	Prefix Search
2016-04-05	api	regex	FALSE	104	79	Full-Text Search	Full-Text Search
2016-04-05	api	regex	TRUE	2062	1	Full-Text Search	Full-Text Search
2016-04-05	cli	send_data_write	TRUE	646	646	Prefix Search	Other
2016-04-05	cli	send_deletes	TRUE	2	2	Prefix Search	Other
2016-04-05	web	degraded_full_text	FALSE	148	148	Full-Text Search	Other
2016-04-05	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-05	web	full_text	FALSE	7018081	1390109	Full-Text Search	Full-Text Search
2016-04-05	web	full_text	TRUE	524207	287821	Full-Text Search	Full-Text Search
2016-04-05	web	get	FALSE	15	2	Prefix Search	Other
2016-04-05	web	more_like	FALSE	1	0	Full-Text Search	Full-Text Search
2016-04-05	web	namespace	FALSE	1032	1019	Prefix Search	Other
2016-04-05	web	namespace	TRUE	2	2	Prefix Search	Other
2016-04-05	web	near_match	FALSE	153899	14599	Prefix Search	Prefix Search
2016-04-05	web	near_match	TRUE	8514	5708	Prefix Search	Prefix Search
2016-04-05	web	other_idx_lookup	TRUE	42034	42034	Prefix Search	Other
2016-04-05	web	regex	FALSE	893	176	Full-Text Search	Full-Text Search
2016-04-05	web	regex	TRUE	251	4	Full-Text Search	Full-Text Search
2016-04-05	web	send_data_other_idx_write	TRUE	2586	2586	Prefix Search	Other
2016-04-05	web	send_data_write	TRUE	4510867	4510867	Prefix Search	Other
2016-04-05	web	send_deletes	TRUE	18228	18228	Prefix Search	Other
2016-04-05	web	version	FALSE	51	51	Prefix Search	Other
2016-04-05	web	version	TRUE	304	304	Prefix Search	Other
2016-04-06	api	comp_suggest	FALSE	70608975	17318848	Prefix Search	Prefix Search
2016-04-06	api	comp_suggest	TRUE	3703285	1384919	Prefix Search	Prefix Search
2016-04-06	api	degraded_full_text	FALSE	1	1	Full-Text Search	Other
2016-04-06	api	degraded_full_text	TRUE	6	6	Full-Text Search	Other
2016-04-06	api	full_text	FALSE	21008620	5048756	Full-Text Search	Full-Text Search
2016-04-06	api	full_text	TRUE	3031293	1077849	Full-Text Search	Full-Text Search
2016-04-06	api	GeoData_spatial_search	FALSE	425929	119376	Prefix Search	Other
2016-04-06	api	GeoData_spatial_search	TRUE	308104	121457	Prefix Search	Other
2016-04-06	api	more_like	FALSE	7012679	4996478	Full-Text Search	Full-Text Search
2016-04-06	api	more_like	TRUE	3554	729	Full-Text Search	Full-Text Search
2016-04-06	api	namespace	FALSE	7530	7489	Prefix Search	Other
2016-04-06	api	namespace	TRUE	9573	9568	Prefix Search	Other
2016-04-06	api	near_match	FALSE	531590	530097	Prefix Search	Prefix Search
2016-04-06	api	near_match	TRUE	953	943	Prefix Search	Prefix Search
2016-04-06	api	prefix	FALSE	760704	206207	Prefix Search	Prefix Search
2016-04-06	api	prefix	TRUE	1645	1244	Prefix Search	Prefix Search
2016-04-06	api	regex	FALSE	161	34	Full-Text Search	Full-Text Search
2016-04-06	api	regex	TRUE	1894	5	Full-Text Search	Full-Text Search
2016-04-06	cli	send_data_write	TRUE	601	601	Prefix Search	Other
2016-04-06	cli	send_deletes	TRUE	5	5	Prefix Search	Other
2016-04-06	web	degraded_full_text	FALSE	111	111	Full-Text Search	Other
2016-04-06	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-06	web	full_text	FALSE	7039988	1392655	Full-Text Search	Full-Text Search
2016-04-06	web	full_text	TRUE	892528	555985	Full-Text Search	Full-Text Search
2016-04-06	web	get	FALSE	4	0	Prefix Search	Other
2016-04-06	web	get	TRUE	5	0	Prefix Search	Other
2016-04-06	web	namespace	FALSE	1804	1789	Prefix Search	Other
2016-04-06	web	namespace	TRUE	11	11	Prefix Search	Other
2016-04-06	web	near_match	FALSE	152780	13413	Prefix Search	Prefix Search
2016-04-06	web	near_match	TRUE	15040	11693	Prefix Search	Prefix Search
2016-04-06	web	other_idx_lookup	TRUE	38339	38339	Prefix Search	Other
2016-04-06	web	regex	FALSE	589	64	Full-Text Search	Full-Text Search
2016-04-06	web	regex	TRUE	272	0	Full-Text Search	Full-Text Search
2016-04-06	web	send_data_other_idx_write	TRUE	2718	2718	Prefix Search	Other
2016-04-06	web	send_data_write	TRUE	4511642	4511642	Prefix Search	Other
2016-04-06	web	send_deletes	TRUE	20094	20094	Prefix Search	Other
2016-04-06	web	version	FALSE	81	81	Prefix Search	Other
2016-04-06	web	version	TRUE	280	280	Prefix Search	Other
2016-04-07	api	comp_suggest	FALSE	69318966	16681041	Prefix Search	Prefix Search
2016-04-07	api	comp_suggest	TRUE	3386980	1273596	Prefix Search	Prefix Search
2016-04-07	api	degraded_full_text	FALSE	1	0	Full-Text Search	Other
2016-04-07	api	degraded_full_text	TRUE	26	26	Full-Text Search	Other
2016-04-07	api	full_text	FALSE	20810329	4829165	Full-Text Search	Full-Text Search
2016-04-07	api	full_text	TRUE	2399392	683759	Full-Text Search	Full-Text Search
2016-04-07	api	GeoData_spatial_search	FALSE	443463	122916	Prefix Search	Other
2016-04-07	api	GeoData_spatial_search	TRUE	303539	121819	Prefix Search	Other
2016-04-07	api	more_like	FALSE	7050142	5030623	Full-Text Search	Full-Text Search
2016-04-07	api	more_like	TRUE	2273	203	Full-Text Search	Full-Text Search
2016-04-07	api	namespace	FALSE	5296	5194	Prefix Search	Other
2016-04-07	api	namespace	TRUE	10084	10082	Prefix Search	Other
2016-04-07	api	near_match	FALSE	690296	688204	Prefix Search	Prefix Search
2016-04-07	api	near_match	TRUE	3268	3213	Prefix Search	Prefix Search
2016-04-07	api	prefix	FALSE	741388	197440	Prefix Search	Prefix Search
2016-04-07	api	prefix	TRUE	575	318	Prefix Search	Prefix Search
2016-04-07	api	regex	FALSE	129	118	Full-Text Search	Full-Text Search
2016-04-07	api	regex	TRUE	2844	1	Full-Text Search	Full-Text Search
2016-04-07	cli	count_links	TRUE	11	11	Prefix Search	Other
2016-04-07	cli	send_data_write	TRUE	569	569	Prefix Search	Other
2016-04-07	web	degraded_full_text	FALSE	113	113	Full-Text Search	Other
2016-04-07	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-07	web	full_text	FALSE	6910596	1383847	Full-Text Search	Full-Text Search
2016-04-07	web	full_text	TRUE	540790	247670	Full-Text Search	Full-Text Search
2016-04-07	web	get	FALSE	2	0	Prefix Search	Other
2016-04-07	web	get	TRUE	2	0	Prefix Search	Other
2016-04-07	web	more_like	TRUE	1	0	Full-Text Search	Full-Text Search
2016-04-07	web	namespace	FALSE	1142	1135	Prefix Search	Other
2016-04-07	web	namespace	TRUE	7	7	Prefix Search	Other
2016-04-07	web	near_match	FALSE	153341	12501	Prefix Search	Prefix Search
2016-04-07	web	near_match	TRUE	10865	7708	Prefix Search	Prefix Search
2016-04-07	web	other_idx_lookup	TRUE	33013	33013	Prefix Search	Other
2016-04-07	web	regex	FALSE	757	140	Full-Text Search	Full-Text Search
2016-04-07	web	regex	TRUE	288	1	Full-Text Search	Full-Text Search
2016-04-07	web	send_data_other_idx_write	TRUE	2045	2045	Prefix Search	Other
2016-04-07	web	send_data_write	TRUE	4157529	4157529	Prefix Search	Other
2016-04-07	web	send_deletes	TRUE	24228	24228	Prefix Search	Other
2016-04-07	web	version	FALSE	65	65	Prefix Search	Other
2016-04-07	web	version	TRUE	204	204	Prefix Search	Other
2016-04-08	api	comp_suggest	FALSE	64125731	14609498	Prefix Search	Prefix Search
2016-04-08	api	comp_suggest	TRUE	3059913	1124516	Prefix Search	Prefix Search
2016-04-08	api	degraded_full_text	FALSE	3	3	Full-Text Search	Other
2016-04-08	api	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-08	api	full_text	FALSE	18219391	3118068	Full-Text Search	Full-Text Search
2016-04-08	api	full_text	TRUE	3177334	1472662	Full-Text Search	Full-Text Search
2016-04-08	api	GeoData_spatial_search	FALSE	455750	133328	Prefix Search	Other
2016-04-08	api	GeoData_spatial_search	TRUE	323522	125998	Prefix Search	Other
2016-04-08	api	more_like	FALSE	7141393	5125051	Full-Text Search	Full-Text Search
2016-04-08	api	more_like	TRUE	3458	340	Full-Text Search	Full-Text Search
2016-04-08	api	namespace	FALSE	10310	10286	Prefix Search	Other
2016-04-08	api	namespace	TRUE	8442	8433	Prefix Search	Other
2016-04-08	api	near_match	FALSE	661199	659214	Prefix Search	Prefix Search
2016-04-08	api	near_match	TRUE	457	446	Prefix Search	Prefix Search
2016-04-08	api	prefix	FALSE	742618	190075	Prefix Search	Prefix Search
2016-04-08	api	prefix	TRUE	566	436	Prefix Search	Prefix Search
2016-04-08	api	regex	FALSE	11474	1860	Full-Text Search	Full-Text Search
2016-04-08	api	regex	TRUE	2612	1	Full-Text Search	Full-Text Search
2016-04-08	cli	send_data_write	TRUE	517	517	Prefix Search	Other
2016-04-08	cli	send_deletes	TRUE	1	1	Prefix Search	Other
2016-04-08	web	degraded_full_text	FALSE	149	149	Full-Text Search	Other
2016-04-08	web	full_text	FALSE	6367834	1295222	Full-Text Search	Full-Text Search
2016-04-08	web	full_text	TRUE	570189	253060	Full-Text Search	Full-Text Search
2016-04-08	web	get	FALSE	3	0	Prefix Search	Other
2016-04-08	web	get	TRUE	2	0	Prefix Search	Other
2016-04-08	web	namespace	FALSE	980	980	Prefix Search	Other
2016-04-08	web	namespace	TRUE	5	5	Prefix Search	Other
2016-04-08	web	near_match	FALSE	149712	11815	Prefix Search	Prefix Search
2016-04-08	web	near_match	TRUE	11339	7859	Prefix Search	Prefix Search
2016-04-08	web	other_idx_lookup	TRUE	33850	33850	Prefix Search	Other
2016-04-08	web	regex	FALSE	599	104	Full-Text Search	Full-Text Search
2016-04-08	web	regex	TRUE	301	4	Full-Text Search	Full-Text Search
2016-04-08	web	send_data_other_idx_write	TRUE	1853	1853	Prefix Search	Other
2016-04-08	web	send_data_write	TRUE	4020962	4020962	Prefix Search	Other
2016-04-08	web	send_deletes	TRUE	16466	16466	Prefix Search	Other
2016-04-08	web	version	FALSE	245	245	Prefix Search	Other
2016-04-08	web	version	TRUE	264	264	Prefix Search	Other
2016-04-09	api	comp_suggest	FALSE	60246288	12931413	Prefix Search	Prefix Search
2016-04-09	api	comp_suggest	TRUE	2705650	960375	Prefix Search	Prefix Search
2016-04-09	api	degraded_full_text	FALSE	2	2	Full-Text Search	Other
2016-04-09	api	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-09	api	full_text	FALSE	20629706	4103822	Full-Text Search	Full-Text Search
2016-04-09	api	full_text	TRUE	2190415	506733	Full-Text Search	Full-Text Search
2016-04-09	api	GeoData_spatial_search	FALSE	592257	177024	Prefix Search	Other
2016-04-09	api	GeoData_spatial_search	TRUE	306714	121376	Prefix Search	Other
2016-04-09	api	more_like	FALSE	8219153	5991525	Full-Text Search	Full-Text Search
2016-04-09	api	more_like	TRUE	1141	107	Full-Text Search	Full-Text Search
2016-04-09	api	namespace	FALSE	8810	8795	Prefix Search	Other
2016-04-09	api	namespace	TRUE	6011	6011	Prefix Search	Other
2016-04-09	api	near_match	FALSE	506493	505061	Prefix Search	Prefix Search
2016-04-09	api	near_match	TRUE	272	262	Prefix Search	Prefix Search
2016-04-09	api	prefix	FALSE	688841	171901	Prefix Search	Prefix Search
2016-04-09	api	prefix	TRUE	689	469	Prefix Search	Prefix Search
2016-04-09	api	regex	FALSE	3428	253	Full-Text Search	Full-Text Search
2016-04-09	api	regex	TRUE	2344	4	Full-Text Search	Full-Text Search
2016-04-09	cli	send_data_write	TRUE	347	347	Prefix Search	Other
2016-04-09	cli	send_deletes	TRUE	1	1	Prefix Search	Other
2016-04-09	web	degraded_full_text	FALSE	147	147	Full-Text Search	Other
2016-04-09	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-09	web	full_text	FALSE	5563219	1174288	Full-Text Search	Full-Text Search
2016-04-09	web	full_text	TRUE	583906	264064	Full-Text Search	Full-Text Search
2016-04-09	web	get	FALSE	3	0	Prefix Search	Other
2016-04-09	web	get	TRUE	6	1	Prefix Search	Other
2016-04-09	web	namespace	FALSE	977	977	Prefix Search	Other
2016-04-09	web	namespace	TRUE	8	8	Prefix Search	Other
2016-04-09	web	near_match	FALSE	129870	13284	Prefix Search	Prefix Search
2016-04-09	web	near_match	TRUE	11153	8093	Prefix Search	Prefix Search
2016-04-09	web	other_idx_lookup	TRUE	36393	36393	Prefix Search	Other
2016-04-09	web	regex	FALSE	753	81	Full-Text Search	Full-Text Search
2016-04-09	web	regex	TRUE	377	3	Full-Text Search	Full-Text Search
2016-04-09	web	send_data_other_idx_write	TRUE	2410	2410	Prefix Search	Other
2016-04-09	web	send_data_write	TRUE	4224347	4224347	Prefix Search	Other
2016-04-09	web	send_deletes	TRUE	15865	15865	Prefix Search	Other
2016-04-09	web	version	FALSE	83	83	Prefix Search	Other
2016-04-09	web	version	TRUE	249	249	Prefix Search	Other
2016-04-10	api	comp_suggest	FALSE	67547677	14812058	Prefix Search	Prefix Search
2016-04-10	api	comp_suggest	TRUE	3023333	1100263	Prefix Search	Prefix Search
2016-04-10	api	degraded_full_text	FALSE	7	3	Full-Text Search	Other
2016-04-10	api	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-10	api	full_text	FALSE	22484720	4445266	Full-Text Search	Full-Text Search
2016-04-10	api	full_text	TRUE	2109650	383669	Full-Text Search	Full-Text Search
2016-04-10	api	GeoData_spatial_search	FALSE	640189	197686	Prefix Search	Other
2016-04-10	api	GeoData_spatial_search	TRUE	277953	106655	Prefix Search	Other
2016-04-10	api	more_like	FALSE	9235635	6884254	Full-Text Search	Full-Text Search
2016-04-10	api	more_like	TRUE	1353	161	Full-Text Search	Full-Text Search
2016-04-10	api	namespace	FALSE	12326	12306	Prefix Search	Other
2016-04-10	api	namespace	TRUE	7344	7344	Prefix Search	Other
2016-04-10	api	near_match	FALSE	509975	508547	Prefix Search	Prefix Search
2016-04-10	api	near_match	TRUE	632	622	Prefix Search	Prefix Search
2016-04-10	api	prefix	FALSE	729003	177904	Prefix Search	Prefix Search
2016-04-10	api	prefix	TRUE	923	488	Prefix Search	Prefix Search
2016-04-10	api	regex	FALSE	19491	2911	Full-Text Search	Full-Text Search
2016-04-10	api	regex	TRUE	2017	5	Full-Text Search	Full-Text Search
2016-04-10	cli	send_data_write	TRUE	288	288	Prefix Search	Other
2016-04-10	cli	send_deletes	TRUE	1	1	Prefix Search	Other
2016-04-10	web	degraded_full_text	FALSE	140	140	Full-Text Search	Other
2016-04-10	web	degraded_full_text	TRUE	1	1	Full-Text Search	Other
2016-04-10	web	full_text	FALSE	6177314	1288815	Full-Text Search	Full-Text Search
2016-04-10	web	full_text	TRUE	544499	279182	Full-Text Search	Full-Text Search
2016-04-10	web	get	TRUE	4	0	Prefix Search	Other
2016-04-10	web	more_like	TRUE	1	0	Full-Text Search	Full-Text Search
2016-04-10	web	namespace	FALSE	897	897	Prefix Search	Other
2016-04-10	web	namespace	TRUE	4	4	Prefix Search	Other
2016-04-10	web	near_match	FALSE	148430	13837	Prefix Search	Prefix Search
2016-04-10	web	near_match	TRUE	10821	7377	Prefix Search	Prefix Search
2016-04-10	web	other_idx_lookup	TRUE	35267	35267	Prefix Search	Other
2016-04-10	web	regex	FALSE	457	70	Full-Text Search	Full-Text Search
2016-04-10	web	regex	TRUE	365	2	Full-Text Search	Full-Text Search
2016-04-10	web	send_data_other_idx_write	TRUE	2217	2217	Prefix Search	Other
2016-04-10	web	send_data_write	TRUE	3946047	3946047	Prefix Search	Other
2016-04-10	web	send_deletes	TRUE	16293	16293	Prefix Search	Other
2016-04-10	web	version	FALSE	88	88	Prefix Search	Other
2016-04-10	web	version	TRUE	356	356	Prefix Search	Other
